road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry,link_no,heavy_truck,medium_truck,small_truck,criticality_score,flood_hazard,flood_cat,index_right,eq_hazard,eq_zone,int_cond_score,seismic_mult,flood_mult,max_hazard_mult,vulnerability_score,target_road,is_junction
N105,24.911,LRP025a,23.8602222,90.5179438,,Culvert,Box Culvert,1762,230.00000000000043,Culvert,LRP025a,18.87540740740741,D,KANDA PARA BOX CULVERT,link,POINT (90.5179438 23.8602222),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,25.168,LRP025b,23.86225,90.5167493,,Culvert,Box Culvert,1763,256.9999999999979,Culvert,LRP025b,6.9732,D,NAWPARA BOX CULVERT,link,POINT (90.5167493 23.86225),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,25.681,LRP026,23.8663333,90.5143611,,KmPost,Km Post missing,1764,513.0000000000017,KmPost,,,,,link,POINT (90.5143611 23.8663333),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,25.984,LRP026a,23.8680271,90.5120556,,Culvert,Box Culvert,1765,303.0000000000008,Culvert,LRP026a,14.939922480620154,D,TATULTALA CULVERT,link,POINT (90.5120556 23.8680271),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,26.213,LRP026b,23.8692493,90.51025,,Culvert,Box Culvert,1766,228.9999999999992,Culvert,LRP026b,16.88783783783784,D,BAILAKANDI CULVERT,link,POINT (90.51025 23.8692493),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,26.241,LRP026c,23.871416,90.5068056,,Culvert,Culvert,1767,27.999999999998693,Culvert,LRP026c,13.013181818181817,D,Sonbari Bridge,link,POINT (90.5068056 23.871416),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,26.681,LRP027,23.8715271,90.5066111,,KmPost,Km Post missing,1768,440.0000000000013,KmPost,,,,,link,POINT (90.5066111 23.8715271),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,27.715,LRP028,23.8795271,90.5024167,,KmPost,"Bangabandhu bridge 104 km, Mymenshingh-108 km, Gazipur- 23 km",1769,1033.9999999999989,KmPost,,,,,link,POINT (90.5024167 23.8795271),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,27.735,LRP028a,23.8796938,90.5023611,,Culvert,Box Culvert,1770,19.999999999999574,Culvert,LRP028a,20.14310606060606,D,Bhater char Bridge (R),link,POINT (90.5023611 23.8796938),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,28.575,LRP028b,23.8854719,90.4979997,,Culvert,Box Culvert,1771,839.9999999999999,Culvert,LRP028b,17.91714285714286,D,Bhater char Bridge (L),link,POINT (90.4979997 23.8854719),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,28.61,LRP028c,23.885501909259258,90.49766961975308,,"SideRoad,Right","Z3010, Kaliganj- Ulukhola road",1772,35.00000000000014,"SideRoad,Right",LRP028c,15.74727272727273,D,SHOHAGPURCUL-3,link,POINT (90.49766961975308 23.885501909259258),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,28.737,LRP029,23.8856108,90.4964719,,KmPost,"Bangabandhu Bridge- 103 km, Tangail-80 km, Gazipur- 22 km",1773,126.99999999999888,KmPost,,,,,link,POINT (90.4964719 23.8856108),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,29.15,LRP029a,23.8859163,90.4924441,,Culvert,Box Culvert,1774,413.0000000000002,Culvert,LRP029a,6.1,D,Anarpara Bridge (L),link,POINT (90.4924441 23.8859163),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,29.736,LRP030,23.8868608,90.4867219,,KmPost,Information  missing,1775,586.000000000002,KmPost,,,,,link,POINT (90.4867219 23.8868608),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,30.736,LRP031,23.8939441,90.4831938,,KmPost,Km post missing,1776,1000.0,KmPost,,,,,link,POINT (90.4831938 23.8939441),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,31.286,LRP031a,23.8984997,90.4815271,,"SideRoad,Left",Side Road Left Z3003,1777,550.0000000000007,"SideRoad,Left",LRP031a,6.9,D,Alipur bridge(R),link,POINT (90.4815271 23.8984997),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,31.365,LRP031c,23.899083,90.4813049,BS,Bridge,Bridge Start,1778,7.456,Bridge,LRP031c,7.456,D,Panchdona Bridge,bridge,POINT (90.4813049 23.899083),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,31.546,LRP031d,23.899083,90.4824993,BE,Bridge,Bridge end,1779,3.0,Bridge,LRP031d,3.0,C,KARONPARA,bridge,POINT (90.4824993 23.899083),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,31.736,LRP032,23.90181242585552,90.48089390836502,,KmPost,Km post missing,1780,190.00000000000128,KmPost,,,,,link,POINT (90.48089390836502 23.901812425855518),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,31.809,LRP032a,23.9028611,90.4802771,,Culvert,Box culvert,1781,73.0000000000004,Culvert,LRP032a,5.85,D,Bhaber char Bridge(R),link,POINT (90.4802771 23.9028611),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,32.284,LRP032b,23.9069167,90.4788882,,Culvert,Box culvert,1782,474.9999999999978,Culvert,LRP032b,25.997714285714288,C,Bhaber char Bridge(L),link,POINT (90.4788882 23.9069167),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,32.829,LRP033,23.9101944,90.4753327,,KmPost,"Gazipur 18 km,Tangail 76 km,Bangabandhu 99 km",1783,545.0000000000017,KmPost,,,,,link,POINT (90.4753327 23.9101944),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,33.087,LRP033a,23.9117222,90.4734716,,Culvert,Box culvert,1784,258.0000000000027,Culvert,LRP033a,8.836526315789472,D,PURRANBUICHE BOX CULVERT,link,POINT (90.4734716 23.9117222),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,33.333,LRP033b,23.9139722,90.4703604,,Culvert,Box Culvert,1785,245.9999999999951,Culvert,LRP033b,11.457674418604652,D,NOYAPARA,link,POINT (90.4703604 23.9139722),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,33.829,LRP034,23.9165833,90.4689438,BS,KmPost / Bridge,"Gazipur 17 km, Tangail 75 km, Bangabandhu 98 km, / Bridge start",1786,496.0000000000022,Bridge,,,Unknown,,bridge,POINT (90.4689438 23.9165833),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,33.981,LRP034b,23.9178604,90.4685549,BE,Bridge,Bridge end,1787,7.283636363636363,Bridge,LRP034b,7.283636363636363,D,Madhya Baushia Bridge(R),bridge,POINT (90.4685549 23.9178604),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,34.589,LRP034c,23.921416,90.4645278,,Culvert,Box culvert,1788,607.999999999997,Culvert,LRP034c,11.852777777777778,C,SMALL KALAM PUR CULVERT,link,POINT (90.4645278 23.921416),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,34.869,LRP035,23.9225827,90.4620833,,KmPost,"Gazipur 16 km,Tangail 74 km,Bangabandhu Bridge 97 km",1789,280.00000000000114,KmPost,,,,,link,POINT (90.4620833 23.9225827),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,35.199,LRP035a,23.9240549,90.4591944,,Culvert,Box culvert,1790,329.9999999999983,Culvert,LRP035a,25.83670103092784,D,.,link,POINT (90.4591944 23.9240549),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,35.869,LRP036,23.9277771,90.4543611,,KmPost,Km post missing,1791,670.0000000000017,KmPost,,,,,link,POINT (90.4543611 23.9277771),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,35.895,LRP036a,23.9279716,90.4543611,,RailRoadCrossing,Rail Road Crossing,1792,26.000000000003357,RailRoadCrossing,LRP036a,6.8,D,Baushia bazar Bridge( L ),link,POINT (90.4543611 23.9279716),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,36.158,LRP036b,23.9298327,90.4530278,,CrossRoad,"R301, Tongi- Panchhona road",1793,262.9999999999981,CrossRoad,LRP036b,9.129117647058823,D,Baushia bazar Bridge ( R ),link,POINT (90.4530278 23.9298327),N105-5,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,36.895,LRP037,23.9338886,90.4475274,,KmPost,Km post missing,1794,737.0000000000018,KmPost,,,,,link,POINT (90.4475274 23.9338886),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,36.926,LRP037a,23.9340274,90.4473052,,Culvert,Box culvert,1795,30.999999999998806,Culvert,LRP037a,52.22345679012345,D,Daudkandi Bridge.,link,POINT (90.4473052 23.9340274),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,37.348,LRP037b,23.936333,90.4440552,,Culvert,Box culvert,1796,421.999999999997,Culvert,LRP037b,20.82071428571429,C,.,link,POINT (90.4440552 23.936333),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,37.573,LRP037c,23.9383608,90.4414163,,Culvert,Box Culvert,1797,225.00000000000145,Culvert,LRP037c,26.17,B,MUDOBPUR CULVERT,link,POINT (90.4414163 23.9383608),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,2.0,1.5,1.0,1.5,3.0,,False
N105,37.88,LRP038,23.9395552,90.4401663,,KmPost,"Gazipur 13 km,Mymensingh 98 km,Bangabandhu Bridge 94 km",1798,307.00000000000216,KmPost,,,,,link,POINT (90.4401663 23.9395552),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,38.293,LRP038a,23.9426108,90.4361663,,Culvert,Pipe Culvert,1799,412.9999999999967,Culvert,LRP038a,22.16214285714285,D,Bala Nagar Bridge,link,POINT (90.4361663 23.9426108),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,38.88,LRP039,23.9447497,90.4322493,,KmPost,"Gazipur 12 km,Tangail 70 km,Bangabandhu bridge 93 km",1800,587.0000000000033,KmPost,,,,,link,POINT (90.4322493 23.9447497),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,39.163,LRP039a,23.946333,90.4287493,,Culvert,Box Culvert,1801,282.99999999999415,Culvert,LRP039a,24.127439024390245,D,KARAR CHAR CULVERT (2),link,POINT (90.4287493 23.946333),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,39.88,LRP040,23.9484719,90.4233327,,KmPost,Km post missing,1802,717.0000000000059,KmPost,,,,,link,POINT (90.4233327 23.9484719),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,40.804,LRP040a,23.9496663,90.4143889,,RailRoadCrossing,Rail Road Crossing,1803,923.9999999999995,RailRoadCrossing,LRP040a,17.093478260869563,D,PATUAR PAR CULVERT,link,POINT (90.4143889 23.9496663),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,40.88,LRP041,23.9499163,90.4136667,,KmPost,Km post missing,1804,76.00000000000051,KmPost,,,,,link,POINT (90.4136667 23.9499163),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,41.216,LRP041a,23.95075,90.4105278,,Culvert,Box culvert,1805,335.9999999999985,Culvert,LRP041a,18.853389830508476,D,AKLIMTOLA BRIDGE,link,POINT (90.4105278 23.95075),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,41.78,LRP042,23.9522222,90.4043889,,KmPost,"Gazipur 9 km, Tangail 67 km, Bangabandhu Bridge 90 km",1806,564.0,KmPost,,,,,link,POINT (90.4043889 23.9522222),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,41.914,LRP042a,23.95225,90.4038889,,Culvert,Box culvert,1807,134.00000000000034,Culvert,LRP042a,20.68079365079365,D,SAYED NAGOR CULVERT,link,POINT (90.4038889 23.95225),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,42.426,LRP042b,23.9563611,90.40125,,Culvert,Box culvert,1808,512.0000000000005,Culvert,LRP042b,5.699333333333333,C,.,link,POINT (90.40125 23.9563611),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,42.88,LRP043,23.9660278,90.3989163,,KmPost,Km post missing,1809,454.0000000000006,KmPost,,,,,link,POINT (90.3989163 23.9660278),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,43.88,LRP044,23.9684993,90.3978608,,KmPost,B.Bridge 88 km,1810,1000.0,KmPost,,,,,link,POINT (90.3978608 23.9684993),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,44.081,LRP044a,23.970166,90.3972497,,Culvert,Box culvert,1811,201.0000000000005,Culvert,LRP044a,20.29586206896552,D,SHASPUR CULVERT,link,POINT (90.3972497 23.970166),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,44.23,LRP044b,23.971416,90.3968052,,CrossRoad,Cros Road Z3008,1812,148.9999999999938,CrossRoad,LRP044b,8.012173913043478,C,GUBTULL CULVERT,link,POINT (90.3968052 23.971416),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,True
N105,44.513,LRP044c,23.9736104,90.3940274,,Culvert,Box Culvert,1813,283.00000000000125,Culvert,LRP044c,27.464615384615385,D,GASIRDIA CULVERT,link,POINT (90.3940274 23.9736104),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,44.88,LRP045,23.9744993,90.3916108,,KmPost,"B.Bridge 87 km,Tangail 64 km",1814,367.0000000000044,KmPost,,,,,link,POINT (90.3916108 23.9744993),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,44.953,LRP045a,23.9751104,90.3900552,,Culvert,Box Culvert,1815,73.0000000000004,Culvert,LRP045a,18.42206349206349,D,DUBAIL CULVERT,link,POINT (90.3900552 23.9751104),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,45.253,LRP045b,23.9761104,90.3873608,,Culvert,Box Culvert,1816,299.9999999999972,Culvert,LRP045b,9.04,C,GASHIRDIA BOX CULVERT,link,POINT (90.3873608 23.9761104),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,45.553,LRP045c,23.9772493,90.3843886,,Culvert,Box Culvert,1817,299.9999999999972,Culvert,LRP045c,12.367777777777778,C,DAMRI SLUB CULVERT,link,POINT (90.3843886 23.9772493),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,45.88,LRP046,23.9769716,90.382166,,KmPost,Km post missing,1818,327.0000000000053,KmPost,,,,,link,POINT (90.382166 23.9769716),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,45.998,LRP046a,23.9774993,90.3805549,,CrossRoad,Dhaka -Mymensingh N3 Road,1819,117.999999999995,CrossRoad,LRP046a,24.731617647058822,D,Simbi Bridge,link,POINT (90.3805549 23.9774993),N105-6,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,N3,True
N105,46.223,LRP046b,23.9774438,90.3781104,,Culvert,Box Culvert,1820,225.00000000000145,Culvert,LRP046b,9.29611111111111,D,.,link,POINT (90.3781104 23.9774438),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,46.563,LRP046c,23.9773604,90.3751938,,Culvert,Box Culvert,1821,340.0000000000034,Culvert,LRP046c,7.960000000000001,C,KHARAMARA BOX CULVERT,link,POINT (90.3751938 23.9773604),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,3.0,1.5,1.0,1.5,4.5,,False
N105,46.803,LRP046d,23.9776382,90.372166,,Culvert,Box Culvert,1822,239.99999999999488,Culvert,LRP046d,20.618,D,Golora Bridge,link,POINT (90.372166 23.9776382),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,46.859,LRP047,23.9774993,90.3726382,,KmPost,"B.Bridge 85 km,Tangail 162 km",1823,56.00000000000449,KmPost,,,,,link,POINT (90.3726382 23.9774993),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,47.643,LRP047a,23.9826382,90.3669993,,Culvert,Box culvert,1824,783.9999999999989,Culvert,LRP047a,17.19153846153846,D,KUNDAR PARA (1) BOX CULVERT,link,POINT (90.3669993 23.9826382),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,48.265,LRP047b,23.986583,90.3625,,Culvert,Box Culvert,1825,621.9999999999999,Culvert,LRP047b,5.081999999999999,D,.,link,POINT (90.3625 23.986583),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,48.87,LRP048,23.9895274,90.3582222,,KmPost / Others,"B.Bridge 83 km,Tangail 60 km / End of Road  Intersection at N4 at Joydebpur.",1826,604.9999999999968,KmPost,,,,,link,POINT (90.3582222 23.9895274),N105-7,328.0,3092.0,1796.0,31952.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,N4,False
N2,0.0,LRPS,23.7059167,90.5214438,,Others,Road Start from N1 at Katchpur,2346,0.0,Others,,,,,link,POINT (90.5214438 23.7059167),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,N1,False
N2,0.166,LRP001,23.7068889,90.5204716,,KmPost,Sylhet 230 km,2347,166.0,KmPost,,,,,link,POINT (90.5204716 23.7068889),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,1.166,LRP002,23.7151389,90.5168327,,KmPost,Sylhet 229 km,2348,1000.0,KmPost,,,,,link,POINT (90.5168327 23.7151389),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,1.536,LRP002a,23.7182771,90.5156944,BS,Bridge,Bridge start,2349,14.011918735891648,Bridge,LRP002a,14.011918735891648,D,Brorechon,bridge,POINT (90.5156944 23.7182771),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N2,1.576,LRP002b,23.7186104,90.5155556,BE,Bridge,Bridge end,2350,10.696847290640394,Bridge,LRP002b,10.696847290640394,D,SHABAR BAZAR,bridge,POINT (90.5155556 23.7186104),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N2,2.166,LRP003,23.723666,90.5136667,,KmPost,Km post missing,2351,589.9999999999999,KmPost,,,,,link,POINT (90.5136667 23.723666),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,2.313,LRP003a,23.7249438,90.5134167,,"SideRoad,Left",Road to Demra (R201),2352,147.00000000000023,"SideRoad,Left",LRP003a,15.007563025210084,D,KODDA BRIDGE,link,POINT (90.5134167 23.7249438),N2-1,239.0,4475.0,1996.0,40898.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N2,3.176,LRP004,23.7310549,90.5187493,,KmPost,Information missing,2353,863.0,KmPost,,,,,link,POINT (90.5187493 23.7310549),N2-2,227.0,4684.0,1904.0,41905.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,4.176,LRP005,23.7386663,90.523916,,KmPost,Sylhet 226 km,2354,1000.0,KmPost,,,,,link,POINT (90.523916 23.7386663),N2-2,227.0,4684.0,1904.0,41905.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,5.176,LRP006,23.7431108,90.5322493,,KmPost,Km post broken,2355,1000.0,KmPost,,,,,link,POINT (90.5322493 23.7431108),N2-2,227.0,4684.0,1904.0,41905.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,6.076,LRP006a,23.7466386,90.5402774,,CrossRoad,"Z1090 Left to Keyatpara,Right to Mahajanpur.",2356,899.9999999999994,CrossRoad,LRP006a,14.318190709046451,D,.,link,POINT (90.5402774 23.7466386),N2-2,227.0,4684.0,1904.0,41905.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N2,6.186,LRP007,23.7471941,90.5410552,,KmPost,Km post broken,2357,110.00000000000033,KmPost,,,,,link,POINT (90.5410552 23.7471941),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,7.186,LRP008,23.7551111,90.5453608,,KmPost,Sylhet 223 km,2358,1000.0,KmPost,,,,,link,POINT (90.5453608 23.7551111),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,8.186,LRP009,23.7630278,90.5503889,,KmPost,Km post missing,2359,1000.0,KmPost,,,,,link,POINT (90.5503889 23.7630278),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,9.186,LRP010,23.769666,90.5566389,,KmPost,Km post broken,2360,1000.0,KmPost,,,,,link,POINT (90.5566389 23.769666),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,10.196,LRP011,23.7774716,90.5616667,,KmPost,Km post broken,2361,1009.9999999999998,KmPost,,,,,link,POINT (90.5616667 23.7774716),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,11.111,LRP011a,23.7848052,90.5650556,,"SideRoad,Left",R202 to Rupganj,2362,915.0000000000008,"SideRoad,Left",LRP011a,12.8524025974026,D,NAYABARI KASPUR BOX CULVERT,link,POINT (90.5650556 23.7848052),N2-3,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N2,11.196,LRP012,23.7849719,90.5660278,,KmPost,Km post missing,2363,84.99999999999908,KmPost,,,,,link,POINT (90.5660278 23.7849719),N2-4,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N2,11.464,LRP012a,23.785333,90.5685549,,CrossRoad,Intersection with N105,2364,268.0000000000007,CrossRoad,LRP012a,14.478867313915858,D,KHAS PARA BOX CULVERT,link,POINT (90.5685549 23.785333),N2-4,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,N105,True
N2,11.476,LRP012b,23.7853886,90.5688882,BS,Bridge,Bridge start,2365,11.538999999999998,Bridge,LRP012b,11.538999999999998,D,DAWAN BAG BOX CULVERT,bridge,POINT (90.5688882 23.7853886),N2-4,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N2,11.517,LRP012c,23.7853886,90.5691104,BE,Bridge,Bridge end,2366,10.396875,Bridge,LRP012c,10.396875,D,NASHADPUR BOX CULVERT,bridge,POINT (90.5691104 23.7853886),N2-4,237.0,4415.0,1904.0,40172.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
