road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry,link_no,heavy_truck,medium_truck,small_truck,criticality_score,flood_hazard,flood_cat,index_right,eq_hazard,eq_zone,int_cond_score,seismic_mult,flood_mult,max_hazard_mult,vulnerability_score,target_road,is_junction
N104,39.775,LRP040,22.9116667,91.102,,KmPost,"Maijdee 5 km,Sonapur 10 km",1677,662.9999999999967,KmPost,,,,,link,POINT (91.102 22.9116667),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,40.35,LRP040a,22.9066111,91.1007778,,Culvert,Box culvert,1678,575.0000000000028,Culvert,LRP040a,17.093478260869563,D,PATUAR PAR CULVERT,link,POINT (91.1007778 22.9066111),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,40.78,LRP041,22.9028611,91.099833,,KmPost,"Maijdee 4 km,Sonapur 9 km",1679,429.9999999999997,KmPost,,,,,link,POINT (91.099833 22.9028611),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,41.09,LRP041a,22.9001667,91.099333,,Culvert,Box culvert,1680,310.0000000000023,Culvert,LRP041a,18.853389830508476,D,AKLIMTOLA BRIDGE,link,POINT (91.099333 22.9001667),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,41.8,LRP042,22.8939441,91.0983052,,KmPost,"Maijdee 3 km,Sonapur 8 km",1681,709.9999999999937,KmPost,,,,,link,POINT (91.0983052 22.8939441),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,42.8,LRP043,22.8851108,91.0970274,,KmPost,Km post missing,1682,1000.0,KmPost,,,,,link,POINT (91.0970274 22.8851108),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,42.82,LRP043a,22.8849163,91.0970552,,Culvert,Box Culvert,1683,20.000000000003126,Culvert,LRP043a,25.518870967741936,D,ITAKHOLA CULVERT,link,POINT (91.0970552 22.8849163),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,43.03,LRP043b,22.8833886,91.0971386,,"SideRoad,Right",Road to Right R-143,1684,210.00000000000085,"SideRoad,Right",LRP043b,6.28217391304348,C,RANIHAT ARCH MASONARY,link,POINT (91.0971386 22.8833886),N104-9,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,True
N104,43.788,LRP043c,22.8767493,91.096833,BS,Bridge,Bridge start,1685,11.371111111111109,Bridge,LRP043c,11.371111111111109,D,Baro Bari Bridge,bridge,POINT (91.096833 22.8767493),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,43.8,LRP043d,22.8766382,91.0968608,BE,Bridge,Bridge end,1686,8.888333333333334,Bridge,LRP043d,8.888333333333334,C,ITAKHOLO CULVERT,bridge,POINT (91.0968608 22.8766382),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,False
N104,43.82,LRP044,22.8760549,91.0969163,,KmPost,"Maijdee 1 km,Sonapur 6 km",1687,20.000000000003126,KmPost,,,,,link,POINT (91.0969163 22.8760549),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,44.0,LRP044a,22.8743327,91.0969719,,Culvert,Box Culvert,1688,179.99999999999972,Culvert,LRP044a,20.29586206896552,D,SHASPUR CULVERT,link,POINT (91.0969719 22.8743327),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,44.38,LRP044b,22.87139801896552,91.09690368017242,,Culvert,Box Culvert,1689,380.00000000000256,Culvert,LRP044b,8.012173913043478,C,GUBTULL CULVERT,link,POINT (91.09690368017242 22.87139801896552),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,False
N104,44.464,LRP044c,22.8707493,91.0968886,BS,Bridge,Bridge start,1690,27.464615384615385,Bridge,LRP044c,27.464615384615385,D,GASIRDIA CULVERT,bridge,POINT (91.0968886 22.8707493),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,44.473,LRP044d,22.870666,91.0968886,BE,Bridge,Bridge end,1691,6.550000000000001,Bridge,LRP044d,6.550000000000001,C,BOXSI MAZIR BOX CULVERT,bridge,POINT (91.0968886 22.870666),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,False
N104,44.8,LRP044e,22.8674438,91.0969719,,Culvert,Box Culvert,1692,326.9999999999982,Culvert,LRP044e,1.625,A,HATU VANGA SUB MARGE,link,POINT (91.0969719 22.8674438),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,44.86,LRP044f,22.8674438,91.0971108,,"SideRoad,Left","Z-1452,Link Section end (Maijdee Station road)",1693,60.000000000002274,"SideRoad,Left",LRP044f,1.0,A,HATU VANGE SUB MAGRE,link,POINT (91.0971108 22.8674438),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,True
N104,44.878,LRP045,22.8653611,91.0970552,,KmPost,Km post missing,1694,18.000000000000682,KmPost,,,,,link,POINT (91.0970552 22.8653611),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,45.0,LRP045a,22.8653333,91.0970274,,"SideRoad,Left / SideRoad,Right","Z-1452,Maijdee Station road / Road to Dadpur,Z-1429",1695,121.99999999999989,"SideRoad,Left",LRP045a,18.42206349206349,D,DUBAIL CULVERT,link,POINT (91.0970274 22.8653333),N104-10,46.0,1263.0,625.0,11406.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,True
N104,45.26,LRP045c,22.8633333,91.0968608,,Culvert,Box culvert,1696,259.999999999998,Culvert,LRP045c,12.367777777777778,C,DAMRI SLUB CULVERT,link,POINT (91.0968608 22.8633333),N104-11,19.0,675.0,496.0,6498.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,False
N104,45.53,LRP045d,22.861,91.0962497,,Culvert,Box Culvert,1697,270.0000000000031,Culvert,LRP045d,15.3,C,HATUVANGA BOX CULVERT.,link,POINT (91.0962497 22.861),N104-11,19.0,675.0,496.0,6498.0,0.0,0.0,3.0,0.3,III,3.0,2.0,1.0,2.0,6.0,,False
N104,45.632,LRP046,22.8600278,91.0961108,,KmPost,"Sonapur 4 km, Bagumganj 10 km, Maijdee 1 km",1698,101.99999999999676,KmPost,,,,,link,POINT (91.0961108 22.8600278),N104-11,19.0,675.0,496.0,6498.0,0.0,0.0,3.0,0.3,III,1.0,2.0,1.0,2.0,2.0,,False
N104,46.735,LRP046a,22.857,91.0963886,,Culvert,Box culvert,1699,1103.0000000000016,Culvert,LRP046a,24.731617647058822,D,Simbi Bridge,link,POINT (91.0963886 22.857),N104-11,19.0,675.0,496.0,6498.0,0.0,0.0,3.0,0.3,III,4.0,2.0,1.0,2.0,8.0,,False
N104,46.98,LRP047,22.853063737297298,91.09663873837836,,KmPost,"Sonapur 3 km,Begumganj 11 km",1700,244.99999999999744,KmPost,,,,,link,POINT (91.09663873837836 22.853063737297298),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,1.0,2.0,2.0,2.0,2.0,,False
N104,47.66,LRP048,22.8421386,91.097333,,KmPost,"Sonapur 2 km,Begumganj 12 km,Maijdee 3 km",1701,679.9999999999998,KmPost,,,,,link,POINT (91.097333 22.8421386),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,1.0,2.0,2.0,2.0,2.0,,False
N104,47.78,LRP048a,22.8414441,91.0982219,BS,Bridge,Bridge start,1702,15.335283018867926,Bridge,LRP048a,15.335283018867926,C,HAZI BAGAN CULVERT,bridge,POINT (91.0982219 22.8414441),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,3.0,2.0,2.0,2.0,6.0,,False
N104,47.866,LRP048b,22.8413886,91.0983608,BE,Bridge,Bridge end,1703,13.793333333333331,Bridge,LRP048b,13.793333333333331,C,SHARIPULAIA BOX CULVERT,bridge,POINT (91.0983608 22.8413886),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,3.0,2.0,2.0,2.0,6.0,,False
N104,48.64,LRP048c,22.8345274,91.1004722,,Culvert,Box culvert,1704,774.0000000000009,Culvert,LRP048c,4.175,C,RAIPUR BOX CULVERT,link,POINT (91.1004722 22.8345274),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,3.0,2.0,2.0,2.0,6.0,,False
N104,48.86,LRP049,22.8328049,91.1005278,,KmPost,Sonapur 1 km,1705,219.9999999999989,KmPost,,,,,link,POINT (91.1005278 22.8328049),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,1.0,2.0,2.0,2.0,2.0,,False
N104,48.872,LRP049a,22.8324993,91.1005833,,Culvert,Box culvert,1706,12.000000000000457,Culvert,LRP049a,31.69722222222222,D,Ginlatoly bridge,link,POINT (91.1005833 22.8324993),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,4.0,2.0,2.0,2.0,8.0,,False
N104,49.394,LRP049b,22.8278327,91.10125,,Culvert,Box culvert,1707,521.9999999999984,Culvert,LRP049b,11.9995,C,CHOMBHOT CHULVERT,link,POINT (91.10125 22.8278327),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,3.0,2.0,2.0,2.0,6.0,,False
N104,49.51,LRP049c,22.8268086559322,91.10134555254236,,"SideRoad,Right",Sonapur Link Road Z-1440,1708,115.99999999999966,"SideRoad,Right",LRP049c,17.335000000000004,C,MOWNA BAZAR,link,POINT (91.10134555254236 22.8268086559322),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,3.0,2.0,2.0,2.0,6.0,,True
N104,49.63,LRPE,22.8257493,91.1014444,,Others,Meet with Z1441& Z1405 at Sonapur.,1709,120.00000000000456,Others,,,,,link,POINT (91.1014444 22.8257493),N104-11,19.0,675.0,496.0,6498.0,1.0,7.0,3.0,0.3,III,1.0,2.0,2.0,2.0,2.0,,False
N105,0.0,LRPS,23.6904163,90.5466108,,Others,"Starts of road from N1,Dhaka teknaf road at Madanpur.",1710,0.0,Others,,,,,link,POINT (90.5466108 23.6904163),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,N1,False
N105,1.0,LRP001,23.6984163,90.5510556,,KmPost,Km post missing,1711,1000.0,KmPost,,,,,link,POINT (90.5510556 23.6984163),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,1.12,LRP001a,23.6993052,90.5515278,,Culvert,Box culvert,1712,120.00000000000011,Culvert,LRP001a,5.890000000000001,D,.,link,POINT (90.5515278 23.6993052),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,2.054,LRP002,23.7055278,90.5576944,,KmPost,"Bangabandhu Bridge 128 km,Mymensingh 132 km",1713,933.9999999999998,KmPost,,,,,link,POINT (90.5576944 23.7055278),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,2.336,LRP002a,23.7072222,90.5596389,,Culvert,Box culvert,1714,282.0,Culvert,LRP002a,14.011918735891648,D,Brorechon,link,POINT (90.5596389 23.7072222),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,3.109,LRP003,23.7118889,90.5651111,,KmPost,"Bangabandhu bridge 127 km,Mymensingh 130 km",1715,773.0000000000001,KmPost,,,,,link,POINT (90.5651111 23.7118889),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,3.805,LRP003a,23.7161944,90.5700827,,Culvert,Box culvert,1716,696.0000000000002,Culvert,LRP003a,15.007563025210084,D,KODDA BRIDGE,link,POINT (90.5700827 23.7161944),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,4.105,LRP004,23.7179993,90.5722216,,KmPost,"Bangabandhu bridge 126 km,Mymensingh 129 km,Gazipur 45 km",1717,300.0000000000003,KmPost,,,,,link,POINT (90.5722216 23.7179993),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,4.535,LRP004a,23.7206104,90.5753604,,"SideRoad,Right",Tanaki Road,1718,429.9999999999997,"SideRoad,Right",LRP004a,6.8,D,Bypile Bridge,link,POINT (90.5753604 23.7206104),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,5.128,LRP005,23.7242216,90.5794716,,KmPost,"Bangabandhu bridge 125 km,Mymensingh 128 km,Gazipur 44 km",1719,593.0,KmPost,,,,,link,POINT (90.5794716 23.7242216),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,5.692,LRP005a,23.7277216,90.5834441,,Culvert,Box culvert,1720,564.0,Culvert,LRP005a,6.0,D,.,link,POINT (90.5834441 23.7277216),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,6.128,LRP006,23.7303882,90.5865552,,KmPost,"Bangabandhu bridge 124 km,Gazipur 43 km,Mymensingh 127 km",1721,436.0,KmPost,,,,,link,POINT (90.5865552 23.7303882),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,6.229,LRP006a,23.7310549,90.5872774,,Culvert,Box culvert,1722,100.99999999999996,Culvert,LRP006a,14.318190709046451,D,.,link,POINT (90.5872774 23.7310549),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,6.309,LRP006b,23.7314716,90.5877774,,"SideRoad,Right","R114, Nayapur- Raipura Road",1723,80.00000000000007,"SideRoad,Right",LRP006b,10.155562499999998,D,MASH GAIT BOX,link,POINT (90.5877774 23.7314716),N105-1,338.0,3887.0,774.0,34601.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,6.781,LRP006c,23.7357219,90.5871941,,Culvert,Box Culvert,1724,471.9999999999996,Culvert,LRP006c,10.380537634408602,D,KATA- KHALI PC GIDER BRIDGE,link,POINT (90.5871941 23.7357219),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,7.128,LRP007,23.7388052,90.5868052,,KmPost,"Bangabondhu Bridge-123 km,Mymanshingh -126 km, Gazipur 42 km",1725,347.0000000000004,KmPost,,,,,link,POINT (90.5868052 23.7388052),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,7.223,LRP007a,23.7396663,90.5867219,,CrossRoad,"Z1090, Majerchar -Kayetpara Road",1726,94.99999999999974,CrossRoad,LRP007a,13.762440318302389,D,PASHIM CHARAKUL CUL,link,POINT (90.5867219 23.7396663),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,7.789,LRP007b,23.7445552,90.5856108,BS,Bridge,Bridge Start,1727,11.09481203007519,Bridge,LRP007b,11.09481203007519,D,.,bridge,POINT (90.5856108 23.7445552),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,7.831,LRP007c,23.7448608,90.5854163,BE,Bridge,Bridge end,1728,16.2288,Bridge,LRP007c,16.2288,D,BORO DOARA BOX CULVERT,bridge,POINT (90.5854163 23.7448608),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,8.143,LRP008,23.747333,90.584083,,KmPost,"Bangabondhu Bridge- 122 km, Mymensingh- 125 km, Gazipur 41km",1729,312.0000000000003,KmPost,,,,,link,POINT (90.584083 23.747333),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,9.165,LRP009,23.7538611,90.5805827,,KmPost,"Bangabondhu Bridge 121km, Mymensingh- 124 km, Gazipur 40 km",1730,1021.9999999999984,KmPost,,,,,link,POINT (90.5805827 23.7538611),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,9.29,LRP009a,23.7561111,90.5792493,,Culvert,Box Culvert,1731,125.0,Culvert,LRP009a,11.624104046242774,D,.,link,POINT (90.5792493 23.7561111),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,9.707,LRP009b,23.7595833,90.5774438,BS,Bridge,Bridge Start,1732,4.6,Bridge,LRP009b,4.6,D,SOYAMI BAZAR(2)CULVERT,bridge,POINT (90.5774438 23.7595833),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,9.736,LRP009c,23.7597778,90.5773049,BE,Bridge,Bridge end,1733,9.149324324324326,Bridge,LRP009c,9.149324324324326,D,MODANHAT,bridge,POINT (90.5773049 23.7597778),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,10.173,LRP010,23.7633611,90.5751938,,KmPost,"Bangabondhu Bridge- 120 km, Mymensingh- 123 km, Gazipur 39 km",1734,436.9999999999994,KmPost,,,,,link,POINT (90.5751938 23.7633611),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,10.44,LRP010a,23.7658611,90.5738604,,Culvert,Box Culvert,1735,266.99999999999943,Culvert,LRP010a,15.930758620689655,D,Fulbaria Bridge(Left),link,POINT (90.5738604 23.7658611),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,10.925,LRP010b,23.7692216,90.5719993,BS,Bridge,Bridge Start,1736,12.80155737704918,Bridge,LRP010b,12.80155737704918,D,NOYAPARA CULVERT,bridge,POINT (90.5719993 23.7692216),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,10.956,LRP010c,23.7695271,90.5718604,BE,Bridge,Bridge end,1737,4.15,Bridge,LRP010c,4.15,D,ADUPUR CULVERT,bridge,POINT (90.5718604 23.7695271),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,11.213,LRP011,23.7717216,90.5714716,,KmPost,Information  missing,1738,256.99999999999966,KmPost,,,,,link,POINT (90.5714716 23.7717216),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,12.257,LRP012,23.7805549,90.5700549,,KmPost,"Bangabondhu Bridge 118 km, Mymenshingh 151 km, Gazipur 37 km",1739,1044.0000000000005,KmPost,,,,,link,POINT (90.5700549 23.7805549),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,12.803,LRP012a,23.7851941,90.5688049,,CrossRoad,N2 Dhaka-Sylhet -Jaflong Road,1740,546.0000000000011,CrossRoad,LRP012a,14.478867313915858,D,KHAS PARA BOX CULVERT,link,POINT (90.5688049 23.7851941),N105-2,245.0,3444.0,1481.0,32226.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,N2,True
N105,13.278,LRP013,23.7892219,90.5688049,,KmPost,Information  missing,1741,474.99999999999966,KmPost,,,,,link,POINT (90.5688049 23.7892219),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,14.278,LRP014,23.7986941,90.5687216,,KmPost,Km Post missing,1742,1000.0,KmPost,,,,,link,POINT (90.5687216 23.7986941),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,15.278,LRP015,23.8061667,90.5698049,,KmPost,Km post missing,1743,1000.0,KmPost,,,,,link,POINT (90.5698049 23.8061667),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,16.278,LRP016,23.8141389,90.5669993,,KmPost,km Post missing,1744,999.9999999999982,KmPost,,,,,link,POINT (90.5669993 23.8141389),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,17.278,LRP017,23.8227216,90.5647222,,KmPost,Km Post Missing,1745,1000.0,KmPost,,,,,link,POINT (90.5647222 23.8227216),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,17.903,LRP017a,23.828166,90.5633611,,Culvert,Box Culvert,1746,625.0,Culvert,LRP017a,15.144881516587676,D,.,link,POINT (90.5633611 23.828166),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,18.212,LRP017b,23.8305827,90.5622222,,Culvert,Box Culvert,1747,309.000000000001,Culvert,LRP017b,15.196555555555555,D,.,link,POINT (90.5622222 23.8305827),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,18.278,LRP018,23.8309438,90.5620556,,KmPost,km Post missing,1748,65.99999999999895,KmPost,,,,,link,POINT (90.5620556 23.8309438),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,19.158,LRP018a,23.8381108,90.5593056,,Culvert,Box Culvert,1749,880.0000000000025,Culvert,LRP018a,6.0,D,Darikandi Bridge (L),link,POINT (90.5593056 23.8381108),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,19.278,LRP019,23.8383886,90.5585833,,KmPost,km Post missing,1750,119.99999999999744,KmPost,,,,,link,POINT (90.5585833 23.8383886),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,19.644,LRP019a,23.8382219,90.5550278,,Culvert,Box Culvert,1751,365.99999999999966,Culvert,LRP019a,5.125,D,.,link,POINT (90.5550278 23.8382219),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,20.007,LRP019b,23.8381941,90.5515556,,Culvert,Box Culvert,1752,363.0000000000031,Culvert,LRP019b,32.3065,D,Railway Flyover,link,POINT (90.5515556 23.8381941),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,20.278,LRP020,23.8374163,90.5491663,BS,KmPost / Bridge,"km Post missing / Bridge Start, Kanchon Bridge",1753,270.99999999999727,Bridge,,,Unknown,,bridge,POINT (90.5491663 23.8374163),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,21.09,LRP020b,23.8344997,90.5419163,BE,Bridge,Bridge end,1754,13.226486486486486,Bridge,LRP020b,13.226486486486486,D,Hashara-2 Bridge,bridge,POINT (90.5419163 23.8344997),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,21.221,LRP020d,23.8346386,90.5406386,,"SideRoad,Left",Purbachal Road,1755,131.00000000000023,"SideRoad,Left",LRP020d,3.721052631578948,D,MITALY PARA,link,POINT (90.5406386 23.8346386),N105-3,223.0,4762.0,1090.0,39949.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,True
N105,21.278,LRP021,23.8350552,90.5400552,,KmPost / Culvert,km Post missing / Box Culvert,1756,56.99999999999861,KmPost,,,,,link,POINT (90.5400552 23.8350552),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,21.899,LRP021b,23.8392774,90.5362219,,Culvert,Box Culvert,1757,621.0000000000023,Culvert,LRP021b,19.7571875,D,PURINDHA BOX CULVERT,link,POINT (90.5362219 23.8392774),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,22.68,LRP023,23.8446386,90.5313049,,KmPost,"Bangabandhu Bridge- 109 km, Tangail-86 km, Gazipur- 28 km",1758,780.9999999999989,KmPost,,,,,link,POINT (90.5313049 23.8446386),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,23.363,LRP023a,23.8465274,90.5295271,,Culvert,Box Culvert,1759,682.9999999999998,Culvert,LRP023a,22.282499999999995,D,ASHIR CHAR (Right),link,POINT (90.5295271 23.8465274),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,4.0,1.5,1.0,1.5,6.0,,False
N105,23.674,LRP024,23.8515,90.5250827,,KmPost,Info missing,1760,310.99999999999994,KmPost,,,,,link,POINT (90.5250827 23.8515),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
N105,24.681,LRP025,23.8584167,90.5189716,,KmPost,"Bangabandhu Bridge- 107 km, Tangail-84 km, Gazipur- 26 km",1761,1007.0000000000016,KmPost,,,,,link,POINT (90.5189716 23.8584167),N105-4,320.0,3715.0,1155.0,34270.0,0.0,0.0,0.0,0.6,II,1.0,1.5,1.0,1.5,1.5,,False
