road,chainage,lrp,lat,lon,gap,type,name,id,length,type_simple,LRPName,length_bmms,condition,name_bmms,model_type,geometry
N1,254.999,LRP259,22.3053611,91.9106389,,KmPost,"Cox,s Bazar 135 km,Patiya 10 km",608,871.9999999999857,KmPost,,,,,link,POINT (91.9106389 22.3053611)
N1,255.302,LRP259a,22.3070556,91.9128056,,Culvert,Box culvert,609,302.99999999999727,Culvert,LRP259a,2.15,A,.,link,POINT (91.9128056 22.3070556)
N1,255.726,LRP259b,22.3096944,91.91575,,CrossRoad,Road to Kaliganj (Z1070),610,424.0000000000066,CrossRoad,LRP259b,8.0,A,.,link,POINT (91.91575 22.3096944)
N1,255.999,LRP260,22.3114167,91.9176382,,KmPost,Box culvert,611,272.99999999999613,KmPost,,,,,link,POINT (91.9176382 22.3114167)
N1,256.167,LRP260a,22.3124722,91.9188327,,Culvert,Box culvert,612,167.99999999997794,Culvert,LRP260a,11.566666666666668,A,PALYA BUS STATION,link,POINT (91.9188327 22.3124722)
N1,256.688,LRP260b,22.3156389,91.9224993,,Culvert,Box culvert,613,521.000000000015,Culvert,LRP260b,92.15,C,.,link,POINT (91.9224993 22.3156389)
N1,256.809,LRP260c,22.3158889,91.9235827,,"SideRoad,Left",Road to Kalurghat (N107),614,121.00000000003774,"SideRoad,Left",,,,,link,POINT (91.9235827 22.3158889)
N1,256.999,LRP261,22.3155556,91.9253882,,KmPost,Km post missing,615,189.99999999999773,KmPost,,,,,link,POINT (91.9253882 22.3155556)
N1,257.749,LRP261a,22.3137778,91.9322216,,Culvert,Box culvert,616,750.0,Culvert,LRP261a,34.575,C,DAMA BOX CULVERT,link,POINT (91.9322216 22.3137778)
N1,257.999,LRP262,22.31375,91.9345274,,KmPost,Km post missing,617,250.0,KmPost,,,,,link,POINT (91.9345274 22.31375)
N1,258.999,LRP263,22.3136389,91.9438886,,KmPost,Km post missing,618,1000.0,KmPost,,,,,link,POINT (91.9438886 22.3136389)
N1,259.617,LRP263a,22.3098611,91.9477219,,Culvert,Box culvert,619,617.999999999995,Culvert,LRP263a,9.95,A,.,link,POINT (91.9477219 22.3098611)
N1,260.01,LRP264,22.3067222,91.9491941,,KmPost,Info.Missing,620,392.99999999997226,KmPost,,,,,link,POINT (91.9491941 22.3067222)
N1,261.01,LRP265,22.3025,91.9553889,,KmPost,Km post missing,621,1000.0,KmPost,,,,,link,POINT (91.9553889 22.3025)
N1,261.936,LRP265a,22.3010278,91.9641667,BS,Bridge,Bridge start,622,27.198,Bridge,LRP265a,27.198,D,MOJAFFARABAD,bridge,POINT (91.9641667 22.3010278)
N1,261.988,LRP265b,22.3009444,91.9646667,BE,Bridge,Bridge end,623,6.0,Bridge,LRP265b,6.0,A,MOJAFFORABAD BOX CULVERT,bridge,POINT (91.9646667 22.3009444)
N1,262.01,LRP266,22.3009167,91.9648889,,KmPost,Km post missing,624,21.99999999999136,KmPost,,,,,link,POINT (91.9648889 22.3009167)
N1,263.01,LRP267,22.2979441,91.973916,,KmPost,Km post missing,625,1000.0,KmPost,,,,,link,POINT (91.973916 22.2979441)
N1,263.578,LRP267a,22.2956941,91.9787493,,Culvert,Slab Culvert,626,567.9999999999836,Culvert,LRP267a,16.362499999999997,B,MOJAFFORABAD,link,POINT (91.9787493 22.2956941)
N1,263.744,LRP267b,22.295333,91.9803049,,"SideRoad,Left",Road to Boalkhali (Z1059),627,166.00000000005366,"SideRoad,Left",,,,,link,POINT (91.9803049 22.295333)
N1,264.01,LRP268,22.2934997,91.9816382,,KmPost,Km post missing,628,265.9999999999627,KmPost,,,,,link,POINT (91.9816382 22.2934997)
N1,264.07,LRP268a,22.2933608,91.9821104,,"SideRoad,Left",Road to Haidgaon (Z1057),629,60.000000000002274,"SideRoad,Left",LRP268a,8.5,A,ROWSONAT CUL,link,POINT (91.9821104 22.2933608)
N1,264.216,LRP268b,22.292083,91.9822493,,Culvert,Box culvert,630,146.000000000015,Culvert,LRP268b,14.0,A,KANCHANAGAR CUL,link,POINT (91.9822493 22.292083)
N1,264.237,LRP268c,22.291833,91.9823327,,"SideRoad,Right",Road to Anowara (R170),631,21.000000000015007,"SideRoad,Right",,,,,link,POINT (91.9823327 22.291833)
N1,265.01,LRP269,22.2878052,91.9883886,,KmPost,Km post missing,632,772.9999999999677,KmPost,,,,,link,POINT (91.9883886 22.2878052)
N1,265.313,LRP269a,22.286583,91.9911108,BS,Bridge,Bridge start,633,41.019999999999996,Bridge,LRP269a,41.019999999999996,B,Boro Gung Bridge,bridge,POINT (91.9911108 22.286583)
N1,265.385,LRP269b,22.2863052,91.991583,BE,Bridge,Bridge end,634,29.4,Bridge,LRP269b,29.4,B,.,bridge,POINT (91.991583 22.2863052)
N1,265.41,LRP269c,22.2862497,91.9916941,,"SideRoad,Right",Road to Chandnaisa(Z1039),635,25.000000000034106,"SideRoad,Right",LRP269c,9.4,B,NORTH JOARA PAKKAR DOKAN,link,POINT (91.9916941 22.2862497)
N1,266.01,LRP270,22.2836386,91.9967497,,KmPost,Km post missing,636,599.9999999999659,KmPost,,,,,link,POINT (91.9967497 22.2836386)
N1,266.28,LRP270a,22.2820549,91.9986663,,Culvert,Box Culvert,637,269.9999999999818,Culvert,LRP270a,25.0625,A,GASBAREA BOX CULVERT,link,POINT (91.9986663 22.2820549)
N1,267.205,LRP271,22.2761938,92.0043889,,KmPost,Info.Missing,638,925.0000000000114,KmPost,,,,,link,POINT (92.0043889 22.2761938)
N1,267.419,LRP271a,22.2745827,92.0053056,,Culvert,Box culvert,639,213.99999999999864,Culvert,LRP271a,42.8125,A,GASBAREA COLLEGE BOX CULVERT,link,POINT (92.0053056 22.2745827)
N1,267.689,LRP271b,22.2722493,92.0055278,,Culvert,Box culvert,640,270.00000000003865,Culvert,,,,,link,POINT (92.0055278 22.2722493)
N1,268.205,LRP272,22.2676104,92.0058056,,KmPost,Km post missing,641,515.9999999999627,KmPost,,,,,link,POINT (92.0058056 22.2676104)
N1,268.831,LRP272a,22.2622222,92.0070556,BS,Bridge,Bridge start,642,26.829999999999995,Bridge,LRP272a,26.829999999999995,D,Mukterpur Bridge,bridge,POINT (92.0070556 22.2622222)
N1,268.845,LRP272b,22.26210145564516,92.00708382580645,BE,Bridge,Bridge end,643,14.000000000010004,Bridge,,,Unknown,,bridge,POINT (92.00708382580645 22.26210145564516)
N1,269.079,LRP272c,22.2600833,92.0075556,,Culvert,Box Culvert,644,233.99999999998045,Culvert,LRP272c,9.2,B,KHOLGHAR CUL,link,POINT (92.0075556 22.2600833)
N1,269.205,LRP273,22.259,92.0081389,,KmPost,Km post missing,645,125.99999999997635,KmPost,,,,,link,POINT (92.0081389 22.259)
N1,269.608,LRP273a,22.2557222,92.0096111,,Culvert,Box culvert,646,403.00000000002,Culvert,LRP273a,63.5,B,Bilay More Bridge,link,POINT (92.0096111 22.2557222)
N1,269.876,LRP273b,22.2538611,92.01125,,Culvert,Box culvert,647,267.99999999997226,Culvert,,,,,link,POINT (92.01125 22.2538611)
N1,270.205,LRP274,22.2517222,92.0133333,,KmPost,Km post missing,648,329.00000000000773,KmPost,,,,,link,POINT (92.0133333 22.2517222)
N1,270.548,LRP274a,22.249333,92.0152778,,Culvert,Box culvert,649,343.00000000001774,Culvert,LRP274a,47.5,A,RANG PANI STEEL BEAM AND RCC SLAB,link,POINT (92.0152778 22.249333)
N1,271.205,LRP275,22.2449997,92.019166,,KmPost,Km post missing,650,656.9999999999823,KmPost,,,,,link,POINT (92.019166 22.2449997)
N1,271.807,LRP275a,22.2410552,92.0215271,,Culvert,Box culvert,651,602.0000000000323,Culvert,LRP275a,62.025,A,Bangla Bazar Bridge,link,POINT (92.0215271 22.2410552)
N1,272.286,LRP275b,22.2371941,92.0230549,,Culvert,Box culvert,652,478.999999999985,Culvert,,,,,link,POINT (92.0230549 22.2371941)
N1,272.425,LRP276,22.236083,92.0234716,,KmPost,Info.Missing,653,139.00000000001,KmPost,,,,,link,POINT (92.0234716 22.236083)
N1,272.81,LRP276a,22.2327771,92.0245549,,Culvert,Box culvert,654,384.9999999999909,Culvert,LRP276a,28.5,B,ASUM BAZAR,link,POINT (92.0245549 22.2327771)
N1,272.989,LRP276b,22.2316938,92.0248882,BS,Bridge,Bridge start,655,178.99999999997362,Bridge,,,Unknown,,bridge,POINT (92.0248882 22.2316938)
N1,273.003,LRP276c,22.2315827,92.0249438,BE,Bridge,Bridge end,656,14.000000000010004,Bridge,,,Unknown,,bridge,POINT (92.0249438 22.2315827)
N1,273.219,LRP277,22.227916,92.0258882,,KmPost,Info.Missing,657,216.00000000000819,KmPost,,,,,link,POINT (92.0258882 22.227916)
N1,273.231,LRP277a,22.2278882,92.025916,BS,Bridge,Bridge start,658,4.07,Bridge,LRP277a,4.07,A,.,bridge,POINT (92.025916 22.2278882)
N1,273.243,LRP277b,22.2277771,92.0259438,BE,Bridge,Bridge end,659,3.6,Bridge,LRP277b,3.6,A,.,bridge,POINT (92.0259438 22.2277771)
N1,273.68,LRP277c,22.2240271,92.0270827,,Culvert,Box culvert,660,437.0000000000118,Culvert,,,,,link,POINT (92.0270827 22.2240271)
N1,274.219,LRP278,22.2192493,92.0278882,,KmPost,Km post missing,661,538.9999999999873,KmPost,,,,,link,POINT (92.0278882 22.2192493)
N1,274.467,LRP278a,22.2170549,92.0281382,,Culvert,Box culvert,662,247.99999999999045,Culvert,LRP278a,4.07,B,.,link,POINT (92.0281382 22.2170549)
N1,274.982,LRP278b,22.2131389,92.0304993,,"SideRoad,Left",Road To Dhupchheri (Z1026),663,515.0000000000432,"SideRoad,Left",,,,,link,POINT (92.0304993 22.2131389)
N1,275.219,LRP279,22.2116111,92.0318049,,KmPost,Km post missing,664,236.99999999996635,KmPost,,,,,link,POINT (92.0318049 22.2116111)
N1,275.761,LRP279a,22.2084444,92.0356663,BS,Bridge,Bridge start,665,146.25,Bridge,LRP279a,146.25,C,Sangu Bridge,bridge,POINT (92.0356663 22.2084444)
N1,275.816,LRP279b,22.2080278,92.0357774,BE,Bridge,Bridge end,666,54.99999999994998,Bridge,,,Unknown,,bridge,POINT (92.0357774 22.2080278)
N1,276.102,LRP279c,22.2059444,92.0370274,BS,Bridge,Bridge start,667,11.9,Bridge,LRP279c,11.9,B,.,bridge,POINT (92.0370274 22.2059444)
N1,276.114,LRP279d,22.2058889,92.0371386,BE,Bridge,Bridge end,668,12.000000000000455,Bridge,,,Unknown,,bridge,POINT (92.0371386 22.2058889)
N1,276.219,LRP280,22.2054167,92.0380274,,KmPost,Km post missing,669,105.00000000001819,KmPost,,,,,link,POINT (92.0380274 22.2054167)
N1,277.313,LRP281,22.1977774,92.0433886,,KmPost,Info.Missing,670,1093.999999999994,KmPost,,,,,link,POINT (92.0433886 22.1977774)
N1,278.013,LRP281a,22.1917219,92.0453608,,"SideRoad,Right",Road to Barma (Z1036),671,699.9999999999886,"SideRoad,Right",LRP281a,17.516666666666666,A,NOLJURI,link,POINT (92.0453608 22.1917219)
N1,278.326,LRP282,22.1897497,92.046583,,KmPost,Info.Missing,672,313.000000000045,KmPost,,,,,link,POINT (92.046583 22.1897497)
N1,279.339,LRP283,22.1822771,92.0513889,,KmPost,Info.Missing,673,1012.9999999999768,KmPost,,,,,link,POINT (92.0513889 22.1822771)
N1,280.16,LRP283a,22.1750827,92.0528611,,Culvert,Box culvert,674,821.0000000000264,Culvert,LRP283a,27.95,A,Noyakhalar Muk Bridge,link,POINT (92.0528611 22.1750827)
N1,280.339,LRP284,22.1735827,92.0534167,,KmPost,Km post missing,675,178.99999999997362,KmPost,,,,,link,POINT (92.0534167 22.1735827)
N1,281.339,LRP285,22.1652222,92.0548889,,KmPost,Km post missing,676,1000.0,KmPost,,,,,link,POINT (92.0548889 22.1652222)
N1,282.339,LRP286,22.1629722,92.0641944,,KmPost,Km post missing,677,1000.0,KmPost,,,,,link,POINT (92.0641944 22.1629722)
N1,282.854,LRP286a,22.1596667,92.0674716,BS,Bridge,Bridge start,678,5.1,Bridge,LRP286a,5.1,C,.,bridge,POINT (92.0674716 22.1596667)
N1,283.071,LRP286b,22.1580556,92.0686104,BE,Bridge,Bridge end,679,6.15,Bridge,LRP286b,6.15,A,KARANERHAT CULVERT,bridge,POINT (92.0686104 22.1580556)
N1,283.339,LRP287,22.156,92.0701104,,KmPost,Km post missing,680,267.99999999997226,KmPost,,,,,link,POINT (92.0701104 22.156)
N1,284.003,LRP287a,22.1509722,92.0696938,BS,Bridge,Bridge start,681,8.125,Bridge,LRP287a,8.125,A,KOACHIA(MADARBHI),bridge,POINT (92.0696938 22.1509722)
N1,284.012,LRP287b,22.1508889,92.069666,BE,Bridge,Bridge end,682,9.000000000014552,Bridge,,,Unknown,,bridge,POINT (92.069666 22.1508889)
N1,284.218,LRP288,22.1491386,92.0696104,,KmPost,"Cox,s Bazar 111 km,Kasherhat 5 km",683,206.00000000001728,KmPost,,,,,link,POINT (92.0696104 22.1491386)
N1,285.169,LRP289,22.1406663,92.0697771,,KmPost,Keranirhat 4 km,684,950.999999999965,KmPost,,,,,link,POINT (92.0697771 22.1406663)
N1,285.472,LRP289a,22.1379163,92.0698882,,Culvert,Box Culvert,685,302.99999999999727,Culvert,LRP289a,8.35,A,MITADIGI,link,POINT (92.0698882 22.1379163)
N1,285.973,LRP289b,22.1334441,92.0700827,,Culvert,Box Culvert,686,501.0000000000332,Culvert,,,,,link,POINT (92.0700827 22.1334441)
N1,286.134,LRP290,22.1320549,92.0701938,,KmPost,"Cox,s Bazar 109 km",687,161.00000000000136,KmPost,,,,,link,POINT (92.0701938 22.1320549)
N1,286.253,LRP290a,22.1308049,92.070416,BS,Bridge,Bridge start,688,118.99999999997135,Bridge,,,Unknown,,bridge,POINT (92.070416 22.1308049)
N1,286.314,LRP290b,22.1304716,92.0704993,BE,Bridge,Bridge end,689,61.00000000003547,Bridge,,,Unknown,,bridge,POINT (92.0704993 22.1304716)
N1,286.538,LRP290c,22.1285271,92.0708604,BS,Bridge,Bridge start,690,223.99999999998954,Bridge,,,Unknown,,bridge,POINT (92.0708604 22.1285271)
N1,286.569,LRP290d,22.1282771,92.070916,BE,Bridge,Bridge end,691,31.00000000000591,Bridge,,,Unknown,,bridge,POINT (92.070916 22.1282771)
N1,287.054,LRP291,22.1240271,92.0715827,,KmPost,Info.Missing,692,484.9999999999568,KmPost,,,,,link,POINT (92.0715827 22.1240271)
N1,287.064,LRP291a,22.123666,92.0716382,,Culvert,Box culvert,693,10.000000000047748,Culvert,LRP291a,20.900000000000002,B,RAJGHATA BRIDGE,link,POINT (92.0716382 22.123666)
N1,287.453,LRP291b,22.1208049,92.0719438,,Culvert,Box culvert,694,388.99999999995316,Culvert,LRP291b,4.1,A,.,link,POINT (92.0719438 22.1208049)
N1,288.054,LRP292,22.1151944,92.072416,,KmPost,Km post missing,695,600.9999999999991,KmPost,,,,,link,POINT (92.072416 22.1151944)
N1,288.336,LRP292a,22.1133056,92.0726938,,Culvert,Box culvert,696,282.0000000000391,Culvert,LRP292a,2.5,A,NOYA PARA BOX CULVERT,link,POINT (92.0726938 22.1133056)
N1,289.054,LRP293,22.1062222,92.0738049,,KmPost,Km post missing,697,717.9999999999609,KmPost,,,,,link,POINT (92.0738049 22.1062222)
N1,289.612,LRP293a,22.1021667,92.0740549,,"SideRoad,Left",Road to Bandarban(N108),698,558.0000000000496,"SideRoad,Left",LRP293a,12.6,A,PODUA BAZAR BOX CULVERT,link,POINT (92.0740549 22.1021667)
N1,289.724,LRP293b,22.0993052,92.0743604,,Culvert,Box culvert,699,111.99999999996635,Culvert,,,,,link,POINT (92.0743604 22.0993052)
N1,289.974,LRP293c,22.0977497,92.0750271,,"SideRoad,Right",Road to Satkaria (Z1019),700,250.0,"SideRoad,Right",LRP293c,6.0,A,PODUA BAZAR BOX CULVERT,link,POINT (92.0750271 22.0977497)
N1,290.004,LRP294,22.097583,92.0752216,,KmPost,Km post missing,701,30.00000000002956,KmPost,,,,,link,POINT (92.0752216 22.097583)
N1,290.616,LRP294a,22.0942219,92.0798604,,Culvert,Box culvert,702,611.9999999999663,Culvert,LRP294a,13.64,A,BARO AWLIA(R),link,POINT (92.0798604 22.0942219)
N1,290.838,LRP295,22.092833,92.0812493,,KmPost,"Cox,s Bazar 104 km",703,222.00000000003683,KmPost,,,,,link,POINT (92.0812493 22.092833)
N1,291.794,LRP296,22.0876941,92.088583,,KmPost,"Cox,s Bazar 103 km,Pasea 5 km",704,955.9999999999604,KmPost,,,,,link,POINT (92.088583 22.0876941)
N1,292.34,LRP296a,22.0844441,92.0924997,,Culvert,Box culvert,705,545.9999999999923,Culvert,LRP296a,2.0,A,AMIRABAD LOHAGOR BOX CULVERT,link,POINT (92.0924997 22.0844441)
N1,292.758,LRP297,22.0826104,92.0958886,,KmPost,"Cox,s Bazar 102 km,Pasha 3 km",706,418.00000000000637,KmPost,,,,,link,POINT (92.0958886 22.0826104)
N1,293.058,LRP297a,22.081166,92.0982774,,Culvert,Box culvert,707,300.00000000001137,Culvert,LRP297a,2.8,A,.,link,POINT (92.0982774 22.081166)
N1,293.758,LRP298,22.0752216,92.1001944,,KmPost,Km post missing,708,699.9999999999886,KmPost,,,,,link,POINT (92.1001944 22.0752216)
N1,294.462,LRP298a,22.0699438,92.1038333,BS,Bridge,Bridge start,709,2.9,Bridge,LRP298a,2.9,A,LOHAGORA L.S BOX CULVERT,bridge,POINT (92.1038333 22.0699438)
N1,294.495,LRP298b,22.0698049,92.104,BE,Bridge,Bridge end,710,33.00000000001546,Bridge,,,Unknown,,bridge,POINT (92.104 22.0698049)
N1,294.672,LRP299,22.0686938,92.10525,,KmPost,"Cox,s Bazar 100 km,Pasra 2 km",711,177.00000000002092,KmPost,,,,,link,POINT (92.10525 22.0686938)
N1,295.238,LRP299a,22.0641667,92.107,BS,Bridge,Bridge start,712,7.699999999999999,Bridge,LRP299a,7.699999999999999,A,DIGIRPARK BOX CULVERT,bridge,POINT (92.107 22.0641667)
N1,295.283,LRP299b,22.0638611,92.1070833,BE,Bridge,Bridge end,713,45.000000000015916,Bridge,,,Unknown,,bridge,POINT (92.1070833 22.0638611)
N1,295.663,LRP299c,22.0605556,92.1078056,,Culvert,Box culvert,714,379.99999999999545,Culvert,LRP299c,6.2,A,DIGIRPAR BOX CULVERT,link,POINT (92.1078056 22.0605556)
N1,295.672,LRP300,22.0604722,92.1078611,,KmPost,Km post missing,715,9.000000000014552,KmPost,,,,,link,POINT (92.1078611 22.0604722)
N1,296.095,LRP300a,22.0568611,92.1090833,,Culvert,Box culvert,716,423.0000000000018,Culvert,LRP300a,3.0,A,ZADUNAGOR FILLING BOX CULVERT,link,POINT (92.1090833 22.0568611)
N1,296.61,LRP300b,22.0522778,92.1091111,,Culvert,Box culvert,717,514.9999999999864,Culvert,LRP300b,12.4,A,ZADUNAPUR SHAPIR FILLING STATION -(2) BOX CULVERT,link,POINT (92.1091111 22.0522778)
N1,296.672,LRP301,22.0516944,92.1090278,,KmPost,Km post missing,718,62.00000000001182,KmPost,,,,,link,POINT (92.1090278 22.0516944)
N1,297.002,LRP301a,22.0486386,92.1082222,,Culvert,Box culvert,719,329.9999999999841,Culvert,LRP301a,14.2,A,ZADUNAGOR BUS STATION BOX CULVERT,link,POINT (92.1082222 22.0486386)
N1,297.441,LRP301b,22.0449719,92.1078333,,"SideRoad,Left",Road to Tonkabati (Z1013),720,438.99999999996453,"SideRoad,Left",LRP301b,23.1,B,Aadunagor bridge,link,POINT (92.1078333 22.0449719)
N1,297.536,LRP301c,22.0443052,92.1073056,,Culvert,Box culvert,721,95.00000000002728,Culvert,,,,,link,POINT (92.1073056 22.0443052)
N1,297.672,LRP302,22.0434441,92.1063056,,KmPost,Km post missing,722,136.0000000000241,KmPost,,,,,link,POINT (92.1063056 22.0434441)
N1,298.367,LRP302a,22.0379163,92.104,,Culvert,Box culvert,723,694.9999999999932,Culvert,LRP302a,15.916666666666666,B,HATIAR PULL PC GIDER BRIDGE,link,POINT (92.104 22.0379163)
N1,298.464,LRP303,22.037083,92.1039722,,KmPost,"Cox.s Bazar 96 km,Lohaona 3 km",724,96.99999999997999,KmPost,,,,,link,POINT (92.1039722 22.037083)
N1,299.031,LRP303a,22.0320827,92.1041667,,Culvert,Box culvert,725,567.0000000000073,Culvert,LRP303a,2.5,A,MUSKAMPANI PARA BOX CULVERT,link,POINT (92.1041667 22.0320827)
N1,299.409,LRP303b,22.028916,92.1035556,,Bridge,Bridge start,726,377.9999999999859,Bridge,,,Unknown,,bridge,POINT (92.1035556 22.028916)
N1,299.464,LRP304,22.0284438,92.1032778,,KmPost,Km post missing,727,55.00000000000682,KmPost,,,,,link,POINT (92.1032778 22.0284438)
N1,299.483,LRP304a,22.0283327,92.1031944,,Bridge,Bridge end,728,5.4,Bridge,LRP304a,5.4,A,.,bridge,POINT (92.1031944 22.0283327)
N1,300.382,LRP305,22.020666,92.1015556,,KmPost,"Cox,s Bazar 94 km,Lohaona 1 km",729,899.0000000000009,KmPost,,,,,link,POINT (92.1015556 22.020666)
N1,300.396,LRP305a,22.0205549,92.1015,,Culvert,Box culvert,730,14.000000000010004,Culvert,LRP305a,22.4,A,Rataykul Bridge,link,POINT (92.1015 22.0205549)
N1,301.319,LRP306,22.0153056,92.094833,,KmPost,"Cox,s Bazar 93 km,Lohagora 6 km",731,923.0000000000018,KmPost,,,,,link,POINT (92.094833 22.0153056)
N1,302.249,LRP306a,22.0077222,92.0927497,,Culvert,Box culvert,732,930.0000000000068,Culvert,LRP306a,3.9,A,BON PUKUL PARA BOX CULVERT,link,POINT (92.0927497 22.0077222)
N1,302.298,LRP307,22.0074167,92.0924997,,KmPost,"Cox,s Bazar 92 km,Lohagra 0 km",733,48.99999999997817,KmPost,,,,,link,POINT (92.0924997 22.0074167)
N1,302.763,LRP307a,22.0039167,92.0904163,,Culvert,Box culvert,734,464.999999999975,Culvert,LRP307a,1.4,A,SANTI BOX CULVERT,link,POINT (92.0904163 22.0039167)
N1,303.303,LRP307b,21.9999441,92.0880274,,Culvert,Box culvert,735,540.0000000000205,Culvert,,,,,link,POINT (92.0880274 21.9999441)
N1,303.319,LRP308,21.999833,92.0879997,,KmPost,"Cox,s Bazar 87 km",736,16.000000000019554,KmPost,,,,,link,POINT (92.0879997 21.999833)
N1,303.866,LRP308a,21.9951108,92.0873608,,Culvert,Box culvert,737,546.9999999999686,Culvert,LRP308a,4.5,A,BRICK FIELD BOX CULVERT,link,POINT (92.0873608 21.9951108)
N1,303.883,LRP308b,21.9950552,92.0872774,,Culvert,Box culvert,738,16.999999999995907,Culvert,LRP308b,7.375,A,BACK FILD BOX CULVERT,link,POINT (92.0872774 21.9950552)
N1,304.317,LRP308c,21.9913886,92.086083,BS,Bridge,Bridge start,739,434.0000000000259,Bridge,,,Unknown,,bridge,POINT (92.086083 21.9913886)
N1,304.377,LRP308d,21.9908886,92.0859163,BE,Bridge,Bridge end,740,60.000000000002274,Bridge,,,Unknown,,bridge,POINT (92.0859163 21.9908886)
N1,304.396,LRP309,21.9907219,92.0858608,,KmPost,"Cox,s Bazar 86 km,Chokaria 28 km",741,19.000000000005457,KmPost,,,,,link,POINT (92.0858608 21.9907219)
N1,304.556,LRP309a,21.9893886,92.085333,,Culvert,Box culvert,742,159.99999999996817,Culvert,LRP309a,4.5,A,AZIZNAGOR FOREST BOX CULVERT,link,POINT (92.085333 21.9893886)
N1,304.962,LRP309b,21.9862219,92.0835274,BS,Bridge,Bridge start,743,4.7,Bridge,LRP309b,4.7,A,AZIZ NOGOR FOREST BOX CULVERT,bridge,POINT (92.0835274 21.9862219)
N1,304.986,LRP309c,21.9860552,92.0834441,BE,Bridge,Bridge end,744,24.00000000000091,Bridge,,,Unknown,,bridge,POINT (92.0834441 21.9860552)
N1,305.375,LRP310,21.9829716,92.0817771,,KmPost,"Cox,s Bazar 87 km,Chokaria 27 km",745,389.00000000001,KmPost,,,,,link,POINT (92.0817771 21.9829716)
N1,305.64,LRP310a,21.9811104,92.0800271,BS,Bridge,Bridge start,746,3.725,Bridge,LRP310a,3.725,A,AZIZNAGOR BOX CULVERT,bridge,POINT (92.0800271 21.9811104)
N1,305.665,LRP310b,21.9810549,92.0799438,BE,Bridge,Bridge end,747,3.0,Bridge,LRP310b,3.0,A,AZIZ NOGAR BOX CULVERT,bridge,POINT (92.0799438 21.9810549)
N1,305.919,LRP310c,21.9798882,92.0778327,,Culvert,Box culvert,748,253.99999999996226,Culvert,,,,,link,POINT (92.0778327 21.9798882)
N1,306.261,LRP310d,21.9789716,92.0747493,,Culvert,Box culvert,749,342.0000000000414,Culvert,,,,,link,POINT (92.0747493 21.9789716)
N1,306.394,LRP311,21.9781104,92.0739993,,KmPost,"Cox,s Bazar 88 km,Chowria 27 km",750,132.99999999998136,KmPost,,,,,link,POINT (92.0739993 21.9781104)
N1,307.411,LRP312,21.9729438,92.0670827,,KmPost,"Cox,s Bazar 83 km,Chokaria 25 km",751,1016.9999999999959,KmPost,,,,,link,POINT (92.0670827 21.9729438)
N1,307.582,LRP312a,21.9720827,92.0657222,,"SideRoad,Right",Road to Banskhali (R171),752,170.99999999999227,"SideRoad,Right",LRP312a,6.0,A,.,link,POINT (92.0657222 21.9720827)
N1,308.146,LRP312b,21.967666,92.0635,,Culvert,Box culvert,753,564.0000000000214,Culvert,,,,,link,POINT (92.0635 21.967666)
N1,308.411,LRP313,21.9654167,92.0625556,,KmPost,Km post missing,754,264.99999999998636,KmPost,,,,,link,POINT (92.0625556 21.9654167)
N1,308.666,LRP313a,21.9620278,92.0633611,BS,Bridge,Bridge start,755,2.8,Bridge,LRP313a,2.8,A,.,bridge,POINT (92.0633611 21.9620278)
N1,308.687,LRP313b,21.9618611,92.0634444,BE,Bridge,Bridge end,756,13.64,Bridge,LRP313b,13.64,A,HARBHANG CHOR,bridge,POINT (92.0634444 21.9618611)
N1,309.059,LRP313c,21.9590833,92.0653889,,Culvert,Box culvert,757,372.0000000000141,Culvert,,,,,link,POINT (92.0653889 21.9590833)
N1,309.411,LRP314,21.9578333,92.0665833,,KmPost,Km post missing,758,351.99999999997544,KmPost,,,,,link,POINT (92.0665833 21.9578333)
N1,309.496,LRP314a,21.9569167,92.0673327,,Culvert,Box culvert,759,84.99999999997954,Culvert,LRP314a,7.65,A,GHOIL MARA BOX CULVERT,link,POINT (92.0673327 21.9569167)
N1,310.017,LRP314b,21.9516111,92.0678604,BS,Bridge,Bridge start,760,521.000000000015,Bridge,,,Unknown,,bridge,POINT (92.0678604 21.9516111)
N1,310.038,LRP314c,21.9514444,92.0678604,BE,Bridge,Bridge end,761,21.000000000015007,Bridge,,,Unknown,,bridge,POINT (92.0678604 21.9514444)
N1,310.341,LRP315,21.9489441,92.0675271,,KmPost,Info.Missing,762,302.99999999999727,KmPost,,,,,link,POINT (92.0675271 21.9489441)
N1,310.802,LRP315a,21.9446663,92.0668049,,Culvert,Box culvert,763,461.00000000001273,Culvert,LRP315a,3.4,A,HARBANG,link,POINT (92.0668049 21.9446663)
N1,311.341,LRP316,21.940583,92.0643889,,KmPost,Km post missing,764,538.9999999999873,KmPost,,,,,link,POINT (92.0643889 21.940583)
N1,311.956,LRP316a,21.9354441,92.0623056,,Culvert,Box culvert,765,615.0000000000091,Culvert,LRP316a,4.2,A,HARBANG,link,POINT (92.0623056 21.9354441)
N1,312.209,LRP316b,21.9333608,92.0614167,,Culvert,Box culvert,766,252.9999999999859,Culvert,,,,,link,POINT (92.0614167 21.9333608)
N1,312.366,LRP317,21.9322216,92.06075,,KmPost,"Cox,s Bazar 78 km",767,156.99999999998226,KmPost,,,,,link,POINT (92.06075 21.9322216)
